User_ID,Permission_Name
U00155,Dev_Access
U00156,Create_Vendor
U00156,Prod_Deploy
U00157,Create_Vendor
U00157,Create_Paycheck
U00157,Manage_Users
U00158,Approve_Payment
U00159,Create_Vendor
U00160,Manage_Users
U00161,Create_Vendor
U00161,Prod_Deploy
U00162,Create_Paycheck
U00163,Create_Vendor
U00163,Prod_Deploy
U00163,Modify_Payroll
U00164,Create_Paycheck
U00164,Create_Vendor
U00164,View_Sensitive_Data
U00165,View_Sensitive_Data
U00166,Dev_Access
U00166,Prod_Deploy
U00166,Create_Vendor
U00167,Create_Paycheck
U00167,Dev_Access
U00168,Approve_PO
U00169,Create_Vendor
U00170,Dev_Access
U00171,Create_Paycheck
U00173,Approve_Payment
U00174,Approve_Payment
U00174,View_Sensitive_Data
U00174,Manage_Users
U00175,Modify_Payroll
U00176,Create_Paycheck
U00176,Modify_Payroll
U00177,Approve_PO
U00178,Prod_Deploy
U00178,View_Sensitive_Data
U00178,Modify_Payroll
U00179,Modify_Payroll
U00179,Approve_Payment
U00179,Edit_Inventory
U00180,Manage_Users
U00180,View_Sensitive_Data
U00180,Edit_Inventory
U00181,Dev_Access
U00181,Create_Vendor
U00181,Manage_Users
U00182,Create_Paycheck
U00182,Create_Vendor
U00182,Approve_PO
U00183,Approve_PO
U00183,Dev_Access
U00183,Approve_Payment
U00184,Approve_PO
U00184,Edit_Inventory
U00184,Create_Paycheck
U00185,Edit_Inventory
U00185,Modify_Payroll
U00185,Approve_Payment
U00187,Dev_Access
U00187,Approve_PO
U00188,Modify_Payroll
U00188,Dev_Access
U00189,View_Sensitive_Data
U00189,Edit_Inventory
U00189,Approve_PO
U00190,Edit_Inventory
U00190,Approve_Payment
U00190,Create_Vendor
U00191,Modify_Payroll
U00191,Manage_Users
U00193,Approve_PO
U00194,Approve_Payment
U00195,Modify_Payroll
U00195,View_Sensitive_Data
U00195,Approve_Payment
U00196,Create_Paycheck
U00196,Modify_Payroll
U00197,Prod_Deploy
U00198,Dev_Access
U00198,View_Sensitive_Data
U00199,Dev_Access
U00199,Manage_Users
U00199,Approve_PO
U00200,Approve_Payment
U00200,View_Sensitive_Data
U00200,Modify_Payroll
U00201,Approve_PO
U00201,Modify_Payroll
U00202,Create_Vendor
U00202,Prod_Deploy
U00202,Modify_Payroll
U00203,Modify_Payroll
U00203,Manage_Users
U00204,Manage_Users
U00204,Dev_Access
U00204,Modify_Payroll
U00205,Approve_Payment
U00205,Edit_Inventory
U00205,Dev_Access
U00206,Approve_Payment
U00206,Modify_Payroll
U00207,Edit_Inventory
U00207,Modify_Payroll
U00209,Dev_Access
U00210,Dev_Access
U00210,Create_Paycheck
U00211,Edit_Inventory
U00212,Manage_Users
U00212,Approve_PO
U00212,Edit_Inventory
U00213,View_Sensitive_Data
U00213,Create_Vendor
U00213,Edit_Inventory
U00214,Manage_Users
U00214,Edit_Inventory
U00214,Approve_PO
U00215,Edit_Inventory
U00215,Modify_Payroll
U00215,Approve_Payment
U00216,Approve_PO
U00216,Prod_Deploy
U00217,Manage_Users
U00218,View_Sensitive_Data
U00218,Modify_Payroll
U00219,Create_Paycheck
U00220,View_Sensitive_Data
U00220,Manage_Users
U00220,Modify_Payroll
U00221,Modify_Payroll
U00222,Manage_Users
U00222,Dev_Access
U00223,Prod_Deploy
U00223,Manage_Users
U00223,Dev_Access
U00225,Edit_Inventory
U00225,Approve_Payment
U00225,Manage_Users
U00226,Create_Paycheck
U00226,Dev_Access
U00228,Create_Vendor
U00228,Prod_Deploy
U00228,Approve_Payment
U00229,Approve_Payment
U00229,Modify_Payroll
U00230,Approve_Payment
U00231,View_Sensitive_Data
U00231,Approve_PO
U00232,Manage_Users
U00233,Approve_Payment
U00233,Create_Paycheck
U00233,Modify_Payroll
U00234,Create_Paycheck
U00235,Create_Paycheck
U00236,Prod_Deploy
U00236,Create_Paycheck
U00236,Dev_Access
U00237,Modify_Payroll
U00238,Modify_Payroll
U00238,Approve_Payment
U00240,Dev_Access
U00241,Manage_Users
U00242,Modify_Payroll
U00243,Create_Paycheck
U00244,View_Sensitive_Data
U00244,Create_Vendor
U00244,Dev_Access
U00245,Approve_PO
U00245,View_Sensitive_Data
U00245,Edit_Inventory
U00247,Create_Vendor
U00247,Manage_Users
U00247,View_Sensitive_Data
U00248,Create_Paycheck
U00248,Create_Vendor
U00248,Prod_Deploy
U00249,Approve_Payment
U00249,Manage_Users
U00249,Modify_Payroll
U00251,Create_Vendor
U00251,Edit_Inventory
U00251,Dev_Access
U00252,Prod_Deploy
U00252,Modify_Payroll
U00253,View_Sensitive_Data
U00253,Manage_Users
U00253,Create_Paycheck
U00254,Create_Vendor
U00254,Modify_Payroll
U00256,Create_Paycheck
U00258,Prod_Deploy
U00258,View_Sensitive_Data
U00258,Edit_Inventory
U00259,Create_Vendor
U00260,Create_Paycheck
U00260,Modify_Payroll
U00260,Prod_Deploy
U00261,Manage_Users
U00261,Create_Paycheck
U00262,Manage_Users
U00263,Create_Vendor
U00263,Prod_Deploy
U00263,Dev_Access
U00264,Prod_Deploy
U00265,Approve_PO
U00265,Dev_Access
U00265,Manage_Users
U00266,Create_Vendor
U00267,Approve_Payment
U00268,Approve_PO
U00269,Edit_Inventory
U00269,Approve_Payment
U00272,Dev_Access
U00272,Approve_PO
U00273,Create_Vendor
U00273,Modify_Payroll
U00273,Prod_Deploy
U00274,Approve_Payment
U00274,Edit_Inventory
U00275,Approve_Payment
U00276,Dev_Access
U00277,Modify_Payroll
U00278,Manage_Users
U00279,Approve_Payment
U00279,Dev_Access
U00279,View_Sensitive_Data
U00281,Prod_Deploy
U00282,Create_Paycheck
U00282,Edit_Inventory
U00282,Dev_Access
U00283,Approve_PO
U00283,Prod_Deploy
U00283,Create_Paycheck
U00284,Create_Vendor
U00284,View_Sensitive_Data
U00285,Create_Vendor
U00285,Approve_PO
U00286,Approve_PO
U00286,Create_Paycheck
U00286,View_Sensitive_Data
U00287,Create_Paycheck
U00288,Create_Paycheck
U00288,Approve_PO
U00289,Prod_Deploy
U00289,View_Sensitive_Data
U00289,Create_Vendor
U00290,Approve_PO
U00290,Dev_Access
U00290,Create_Vendor
U00292,Manage_Users
U00292,Approve_Payment
U00293,Approve_PO
U00293,Manage_Users
U00295,Modify_Payroll
U00295,Dev_Access
U00297,View_Sensitive_Data
U00298,Modify_Payroll
U00298,Prod_Deploy
U00298,Create_Paycheck
U00300,Dev_Access
U00300,View_Sensitive_Data
U00300,Modify_Payroll
U00301,Prod_Deploy
U00301,Approve_Payment
U00301,Modify_Payroll
U00302,Create_Paycheck
U00302,Create_Vendor
U00302,Edit_Inventory
U00303,Create_Vendor
U00303,Edit_Inventory
U00304,Dev_Access
U00304,Manage_Users
U00305,Create_Paycheck
U00305,Edit_Inventory
U00307,Approve_Payment
U00309,Dev_Access
U00309,Prod_Deploy
U00310,Modify_Payroll
U00310,Create_Vendor
U00311,Prod_Deploy
U00312,View_Sensitive_Data
U00312,Prod_Deploy
U00313,Create_Vendor
U00313,Manage_Users
U00313,Edit_Inventory
U00314,Approve_Payment
U00314,Create_Paycheck
U00315,Edit_Inventory
U00315,Modify_Payroll
U00316,View_Sensitive_Data
U00317,Approve_Payment
U00318,Create_Paycheck
U00318,View_Sensitive_Data
U00318,Modify_Payroll
U00319,Prod_Deploy
U00319,Create_Vendor
U00319,View_Sensitive_Data
U00320,Manage_Users
U00320,Edit_Inventory
U00320,View_Sensitive_Data
U00321,Prod_Deploy
U00321,View_Sensitive_Data
U00322,Modify_Payroll
U00322,Edit_Inventory
U00322,Approve_PO
U00323,Manage_Users
U00323,Modify_Payroll
U00324,Edit_Inventory
U00325,Prod_Deploy
U00325,Create_Vendor
U00325,View_Sensitive_Data
U00326,Create_Paycheck
U00326,Manage_Users
U00326,Create_Vendor
U00327,Dev_Access
U00327,Manage_Users
U00327,Approve_Payment
U00328,Create_Vendor
U00328,Create_Paycheck
U00329,Create_Paycheck
U00329,View_Sensitive_Data
U00329,Prod_Deploy
U00330,View_Sensitive_Data
U00330,Modify_Payroll
U00330,Dev_Access
U00331,Edit_Inventory
U00331,Prod_Deploy
U00332,Modify_Payroll
U00332,Approve_Payment
U00332,Create_Vendor
U00333,Manage_Users
U00334,Edit_Inventory
U00334,Approve_PO
U00334,Create_Paycheck
U00335,View_Sensitive_Data
U00335,Dev_Access
U00335,Modify_Payroll
U00336,Approve_PO
U00336,Manage_Users
U00337,Prod_Deploy
U00337,Dev_Access
U00338,View_Sensitive_Data
U00339,Prod_Deploy
U00339,Create_Vendor
U00341,Prod_Deploy
U00342,Dev_Access
U00342,Manage_Users
U00344,Modify_Payroll
U00344,View_Sensitive_Data
U00345,Prod_Deploy
U00345,Dev_Access
U00347,Dev_Access
U00347,Approve_PO
U00347,View_Sensitive_Data
U00349,Create_Paycheck
U00349,Manage_Users
U00349,Dev_Access
U00350,Prod_Deploy
U00350,Edit_Inventory
U00351,Approve_PO
U00351,Dev_Access
U00352,View_Sensitive_Data
U00353,Create_Vendor
U00353,Edit_Inventory
U00353,Dev_Access
U00354,Modify_Payroll
U00356,View_Sensitive_Data
U00356,Create_Vendor
U00356,Edit_Inventory
U00357,Dev_Access
U00358,Approve_PO
U00358,Create_Vendor
U00359,Dev_Access
U00360,Dev_Access
U00360,Manage_Users
U00360,Create_Vendor
U00361,Approve_Payment
U00363,View_Sensitive_Data
U00363,Create_Vendor
U00363,Manage_Users
U00364,Create_Vendor
U00364,Prod_Deploy
U00364,Dev_Access
U00366,Prod_Deploy
U00367,Approve_PO
U00367,Modify_Payroll
U00368,Manage_Users
U00368,Create_Paycheck
U00368,Prod_Deploy
U00370,Edit_Inventory
U00370,View_Sensitive_Data
U00370,Dev_Access
U00371,Modify_Payroll
U00371,View_Sensitive_Data
U00371,Edit_Inventory
U00372,View_Sensitive_Data
U00372,Approve_Payment
U00372,Approve_PO
U00373,Create_Vendor
U00373,View_Sensitive_Data
U00373,Approve_PO
U00375,Create_Vendor
U00375,Approve_Payment
U00376,Create_Paycheck
U00376,Create_Vendor
U00376,Prod_Deploy
U00377,View_Sensitive_Data
U00378,Modify_Payroll
U00379,Approve_Payment
U00379,Modify_Payroll
U00380,Approve_PO
U00380,View_Sensitive_Data
U00380,Edit_Inventory
U00381,Create_Vendor
U00381,Approve_Payment
U00382,Edit_Inventory
U00382,View_Sensitive_Data
U00382,Prod_Deploy
U00383,Create_Vendor
U00383,Edit_Inventory
U00383,Approve_Payment
U00384,Manage_Users
U00384,Modify_Payroll
U00385,Approve_PO
U00385,Edit_Inventory
U00385,Create_Vendor
U00386,Edit_Inventory
U00386,Create_Paycheck
U00387,Approve_Payment
U00388,Prod_Deploy
U00388,Edit_Inventory
U00388,Dev_Access
U00389,Approve_PO
U00390,Approve_PO
U00390,Manage_Users
U00390,Create_Vendor
U00391,Prod_Deploy
U00391,Modify_Payroll
U00392,Create_Vendor
U00392,Approve_Payment
U00393,Modify_Payroll
U00393,Create_Vendor
U00393,Approve_PO
U00394,Edit_Inventory
U00394,Approve_Payment
U00394,View_Sensitive_Data
U00395,Create_Vendor
U00395,Dev_Access
U00396,Modify_Payroll
U00397,Approve_PO
U00398,Approve_PO
U00398,Create_Paycheck
U00400,Create_Vendor
U00401,Modify_Payroll
U00401,Dev_Access
U00401,View_Sensitive_Data
U00402,Manage_Users
U00402,Edit_Inventory
U00403,View_Sensitive_Data
U00403,Dev_Access
U00404,View_Sensitive_Data
U00404,Edit_Inventory
U00404,Modify_Payroll
U00406,Prod_Deploy
U00406,View_Sensitive_Data
U00407,View_Sensitive_Data
U00407,Manage_Users
U00408,Dev_Access
U00408,Create_Paycheck
U00409,Edit_Inventory
U00409,Approve_PO
U00410,Manage_Users
U00410,Modify_Payroll
U00410,Create_Vendor
U00411,Dev_Access
U00411,Create_Vendor
U00411,Modify_Payroll
U00412,Prod_Deploy
U00413,Approve_PO
U00413,Create_Vendor
U00413,Manage_Users
U00414,Edit_Inventory
U00415,Edit_Inventory
U00415,View_Sensitive_Data
U00415,Prod_Deploy
U00416,View_Sensitive_Data
U00416,Prod_Deploy
U00416,Edit_Inventory
U00417,Create_Vendor
U00418,Prod_Deploy
U00418,Dev_Access
U00418,Create_Vendor
U00419,Approve_Payment
U00419,Manage_Users
U00419,Edit_Inventory
U00420,Create_Vendor
U00420,Create_Paycheck
U00420,Modify_Payroll
U00421,Approve_PO
U00423,Edit_Inventory
U00423,Dev_Access
U00423,View_Sensitive_Data
U00424,Dev_Access
U00425,Dev_Access
U00425,Manage_Users
U00426,Prod_Deploy
U00426,View_Sensitive_Data
U00427,Create_Paycheck
U00427,Approve_Payment
U00427,Edit_Inventory
U00428,View_Sensitive_Data
U00428,Approve_PO
U00428,Dev_Access
U00429,Dev_Access
U00429,Approve_PO
U00429,View_Sensitive_Data
U00430,Manage_Users
U00430,Create_Vendor
U00431,Manage_Users
U00431,Prod_Deploy
U00432,Modify_Payroll
U00432,Create_Vendor
U00434,Dev_Access
U00434,Create_Paycheck
U00435,View_Sensitive_Data
U00435,Manage_Users
U00436,Manage_Users
U00436,Dev_Access
U00437,Create_Paycheck
U00437,Edit_Inventory
U00438,Edit_Inventory
U00439,Manage_Users
U00440,Create_Paycheck
U00440,Approve_Payment
U00441,Modify_Payroll
U00442,Create_Paycheck
U00442,Edit_Inventory
U00443,Modify_Payroll
U00443,Dev_Access
U00443,Manage_Users
U00444,Approve_PO
U00445,Manage_Users
U00446,Modify_Payroll
U00446,Approve_Payment
U00447,Manage_Users
U00447,Modify_Payroll
U00448,Approve_PO
U00449,Approve_PO
U00449,Create_Paycheck
U00450,View_Sensitive_Data
U00450,Dev_Access
U00451,Create_Vendor
U00451,Dev_Access
U00451,Prod_Deploy
U00452,View_Sensitive_Data
U00452,Modify_Payroll
U00453,Dev_Access
U00453,Approve_PO
U00453,Create_Vendor
U00454,Dev_Access
U00454,View_Sensitive_Data
U00455,Approve_Payment
U00455,Create_Vendor
U00456,Manage_Users
U00457,Edit_Inventory
U00457,Create_Vendor
U00458,Prod_Deploy
U00459,Edit_Inventory
U00459,View_Sensitive_Data
U00459,Approve_Payment
U00460,Approve_Payment
U00462,Manage_Users
U00462,Dev_Access
U00462,Approve_Payment
U00463,Approve_Payment
U00464,Approve_Payment
U00465,Prod_Deploy
U00465,Approve_Payment
U00466,Create_Paycheck
U00466,Edit_Inventory
U00467,Edit_Inventory
U00467,View_Sensitive_Data
U00468,Dev_Access
U00468,View_Sensitive_Data
U00469,Edit_Inventory
U00469,Dev_Access
U00470,Approve_PO
U00470,Edit_Inventory
U00470,View_Sensitive_Data
U00471,Dev_Access
U00471,Modify_Payroll
U00471,Prod_Deploy
U00472,Approve_PO
U00473,Modify_Payroll
U00473,Prod_Deploy
U00474,Manage_Users
U00474,Approve_Payment
U00475,Prod_Deploy
U00475,Dev_Access
U00475,View_Sensitive_Data
U00476,Create_Paycheck
U00477,Approve_PO
U00477,Dev_Access
U00478,Approve_PO
U00479,Prod_Deploy
U00479,Dev_Access
U00481,Modify_Payroll
U00481,Approve_Payment
U00482,View_Sensitive_Data
U00482,Dev_Access
U00483,View_Sensitive_Data
U00483,Manage_Users
U00484,Prod_Deploy
U00484,Edit_Inventory
U00485,Create_Paycheck
U00485,Modify_Payroll
U00486,Dev_Access
U00487,Dev_Access
U00487,Approve_Payment
U00488,Dev_Access
U00488,View_Sensitive_Data
U00489,Create_Vendor
U00489,Create_Paycheck
U00489,Manage_Users
U00490,Dev_Access
U00490,Manage_Users
U00490,Edit_Inventory
U00491,Approve_Payment
U00492,Modify_Payroll
U00493,Edit_Inventory
U00493,Create_Paycheck
U00494,Approve_PO
U00494,Dev_Access
U00495,Create_Vendor
U00495,Prod_Deploy
U00496,Create_Paycheck
U00496,Dev_Access
U00497,Approve_PO
U00497,Create_Paycheck
U00498,Edit_Inventory
U00498,Approve_PO
U00498,View_Sensitive_Data
U00500,View_Sensitive_Data
U00500,Manage_Users
U00500,Create_Paycheck
U00501,Manage_Users
U00502,Dev_Access
U00503,Approve_PO
U00503,Edit_Inventory
U00504,Create_Vendor
U00504,Approve_PO
U00505,Dev_Access
U00505,Create_Vendor
U00505,Edit_Inventory
U00507,Prod_Deploy
U00507,Edit_Inventory
U00507,Modify_Payroll
U00508,Create_Paycheck
U00508,Create_Vendor
U00508,Dev_Access
U00509,Approve_Payment
U00509,Create_Vendor
U00509,Approve_PO
U00511,Prod_Deploy
U00511,Modify_Payroll
U00512,Create_Vendor
U00512,Edit_Inventory
U00512,Approve_Payment
U00515,Prod_Deploy
U00516,Create_Paycheck
U00516,View_Sensitive_Data
U00517,Create_Vendor
U00517,Dev_Access
U00518,Edit_Inventory
U00519,Create_Paycheck
U00520,Manage_Users
U00521,Dev_Access
U00521,Approve_Payment
U00521,Modify_Payroll
U00522,Modify_Payroll
U00524,Create_Paycheck
U00524,Modify_Payroll
U00524,Create_Vendor
U00525,Create_Vendor
U00526,Approve_PO
U00527,Manage_Users
U00527,Approve_PO
U00527,Create_Vendor
U00528,Manage_Users
U00529,Approve_PO
U00530,View_Sensitive_Data
U00530,Create_Paycheck
U00530,Create_Vendor
U00531,Modify_Payroll
U00532,Dev_Access
U00532,Create_Paycheck
U00532,View_Sensitive_Data
U00533,Prod_Deploy
U00534,Modify_Payroll
U00535,View_Sensitive_Data
U00535,Dev_Access
U00536,Create_Vendor
U00537,Create_Paycheck
U00538,Manage_Users
U00538,Approve_Payment
U00539,Approve_Payment
U00539,Approve_PO
U00540,Edit_Inventory
U00541,Manage_Users
U00541,Create_Vendor
U00542,View_Sensitive_Data
U00542,Create_Vendor
U00543,Approve_PO
U00543,Manage_Users
U00544,Manage_Users
U00544,Approve_PO
U00546,Edit_Inventory
U00546,Dev_Access
U00547,Create_Vendor
U00548,Manage_Users
U00548,Dev_Access
U00548,Prod_Deploy
U00549,Create_Vendor
U00549,Prod_Deploy
U00550,Prod_Deploy
U00551,Approve_Payment
U00552,Edit_Inventory
U00552,Approve_Payment
U00554,Create_Paycheck
U00555,Dev_Access
U00556,Dev_Access
U00556,View_Sensitive_Data
U00557,View_Sensitive_Data
U00557,Edit_Inventory
U00559,View_Sensitive_Data
U00559,Manage_Users
U00560,Approve_Payment
U00561,Modify_Payroll
U00562,Approve_Payment
U00562,Modify_Payroll
U00563,Edit_Inventory
U00564,Dev_Access
U00564,Modify_Payroll
U00565,Approve_Payment
U00565,Edit_Inventory
U00566,Manage_Users
U00566,Approve_PO
U00566,Modify_Payroll
U00568,Edit_Inventory
U00568,Approve_PO
U00568,View_Sensitive_Data
U00568,Approve_Payment
U00569,View_Sensitive_Data
U00569,Manage_Users
U00570,Edit_Inventory
U00570,Manage_Users
U00571,Manage_Users
U00571,Dev_Access
U00572,Approve_Payment
U00572,Edit_Inventory
U00572,Approve_PO
U00573,Prod_Deploy
U00573,Modify_Payroll
U00574,Dev_Access
U00574,Approve_Payment
U00575,Create_Paycheck
U00575,Approve_PO
U00576,Create_Paycheck
U00576,Manage_Users
U00576,Approve_PO
U00577,Dev_Access
U00578,Create_Vendor
U00578,Approve_Payment
U00578,Create_Paycheck
U00579,Prod_Deploy
U00579,Approve_PO
U00579,Approve_Payment
U00580,Create_Vendor
U00580,Approve_Payment
U00581,View_Sensitive_Data
U00581,Manage_Users
U00582,Manage_Users
U00582,Approve_PO
U00583,Modify_Payroll
U00583,Prod_Deploy
U00584,Manage_Users
U00585,Approve_PO
U00586,Dev_Access
U00586,Create_Vendor
U00586,Prod_Deploy
U00587,Dev_Access
U00588,Create_Vendor
U00588,Create_Paycheck
U00589,Create_Paycheck
U00589,Approve_PO
U00591,Manage_Users
U00591,Modify_Payroll
U00591,Create_Paycheck
U00592,Dev_Access
U00592,Prod_Deploy
U00592,Create_Paycheck
U00593,Dev_Access
U00593,Approve_PO
U00594,Modify_Payroll
U00594,Create_Paycheck
U00595,Create_Paycheck
U00595,Approve_Payment
U00596,Edit_Inventory
U00596,Manage_Users
U00596,Modify_Payroll
U00597,Approve_Payment
U00598,Dev_Access
U00598,Create_Paycheck
U00599,Create_Vendor
U00599,Dev_Access
U00601,Edit_Inventory
U00602,Edit_Inventory
U00602,Prod_Deploy
U00602,View_Sensitive_Data
U00602,Dev_Access
