User_ID,Full_Name,Department,Job_Title,Status,Last_Login
U00038,User_38,Legal,Counsel,Active,2026-03-24
U00039,User_39,Legal,Counsel,Active,2026-03-01
U00040,User_40,Sales,Sales Manager,Active,2026-01-30
U00041,User_41,Legal,Counsel,Active,2026-02-02
U00042,User_42,Finance,AP Clerk,Active,2026-01-10
U00043,User_43,IT,IT Manager,Active,2026-03-01
U00044,User_44,HR,Recruiter,Active,2026-02-18
U00045,User_45,HR,HR Generalist,Active,2026-01-15
U00046,User_46,Legal,Counsel,Active,2026-03-16
U00047,User_47,Sales,Account Executive,Active,2026-03-01
U00048,User_48,Finance,AP Clerk,Active,2026-02-14
U00049,User_49,HR,HR Generalist,Active,2025-12-28
U00050,User_50,Legal,Counsel,Active,2026-03-12
U00051,User_51,Operations,Logistics Coordinator,Active,2026-03-24
U00052,User_52,HR,HR Generalist,Active,2026-02-17
U00053,User_53,Finance,Finance Manager,Active,2026-03-17
U00054,User_54,Legal,Legal Assistant,Active,2026-03-09
U00055,User_55,HR,Recruiter,Active,2026-02-17
U00056,User_56,IT,Security Analyst,Active,2026-01-16
U00057,User_57,Sales,Account Executive,Active,2026-03-02
U00058,User_58,Operations,Logistics Coordinator,Active,2026-02-13
U00059,User_59,IT,IT Manager,Active,2025-12-28
U00060,User_60,HR,Recruiter,Active,2026-01-04
U00061,User_61,IT,Developer,Active,2026-01-09
U00062,User_62,Legal,Counsel,Active,2026-02-09
U00063,User_63,Operations,Buyer,Active,2026-01-09
U00064,User_64,IT,IT Manager,Terminated,2026-01-26
U00065,User_65,Operations,Logistics Coordinator,Terminated,2026-02-19
U00066,User_66,IT,Security Analyst,Active,2026-02-24
U00067,User_67,HR,HR Generalist,Active,2026-01-31
U00068,User_68,HR,Payroll Specialist,Active,2026-02-24
U00069,User_69,Operations,Logistics Coordinator,Active,2026-03-27
U00070,User_70,IT,Developer,Active,2026-01-13
U00071,User_71,Sales,Account Executive,Active,2026-03-25
U00072,User_72,IT,Developer,Active,2026-02-06
U00073,User_73,HR,Payroll Specialist,Active,2026-02-27
U00074,User_74,HR,Recruiter,Active,2025-12-30
U00075,User_75,IT,IT Manager,Active,2026-01-21
U00076,User_76,HR,Payroll Specialist,Active,2026-01-13
U00077,User_77,Legal,Counsel,Active,2026-03-28
U00078,User_78,Legal,Legal Assistant,Active,2026-01-25
U00079,User_79,Finance,Finance Manager,Active,2026-01-15
U00080,User_80,Sales,Sales Manager,Active,2026-02-17
U00081,User_81,HR,HR Generalist,Terminated,2026-01-02
U00082,User_82,Operations,Warehouse Manager,Active,2026-02-02
U00083,User_83,Finance,Controller,Active,2026-01-22
U00084,User_84,Legal,Legal Assistant,Active,2025-12-31
U00085,User_85,Legal,Counsel,Active,2026-03-12
U00086,User_86,Finance,Controller,Active,2026-02-21
U00087,User_87,HR,Recruiter,Active,2026-01-07
U00088,User_88,HR,Payroll Specialist,Active,2026-03-16
U00089,User_89,Finance,AP Clerk,Active,2026-01-22
U00090,User_90,Legal,Legal Assistant,Active,2026-01-25
U00091,User_91,HR,Recruiter,Active,2026-02-15
U00092,User_92,Sales,Sales Manager,Active,2026-01-30
U00093,User_93,Legal,Legal Assistant,Active,2026-01-02
U00094,User_94,Legal,Counsel,Active,2026-01-10
U00095,User_95,HR,Recruiter,Active,2026-01-10
U00096,User_96,Finance,Accountant,Active,2025-12-31
U00097,User_97,IT,Security Analyst,Terminated,2026-01-16
U00098,User_98,Sales,Sales Manager,Active,2025-12-31
U00099,User_99,HR,HR Generalist,Active,2026-03-17
U00100,User_100,Sales,Sales Manager,Active,2026-02-18
U00101,User_101,HR,Recruiter,Active,2025-12-31
U00102,User_102,IT,Security Analyst,Active,2026-01-16
U00103,User_103,Legal,Counsel,Active,2026-03-10
U00104,User_104,Legal,Counsel,Active,2025-12-30
U00105,User_105,HR,Payroll Specialist,Active,2026-02-05
U00106,User_106,HR,Payroll Specialist,Active,2026-02-24
U00107,User_107,HR,Recruiter,Active,2026-02-21
U00108,User_108,HR,HR Generalist,Active,2026-02-18
U00109,User_109,Finance,AP Clerk,Active,2026-01-13
U00110,User_110,Operations,Buyer,Active,2026-02-01
U00111,User_111,HR,HR Generalist,Active,2025-12-29
U00112,User_112,Finance,Accountant,Active,2026-01-12
U00113,User_113,IT,Security Analyst,Active,2026-01-08
U00114,User_114,Operations,Logistics Coordinator,Active,2026-02-01
U00115,User_115,Legal,Legal Assistant,Terminated,2026-03-12
U00116,User_116,Legal,Counsel,Active,2026-01-24
U00117,User_117,Legal,Counsel,Active,2026-01-22
U00118,User_118,Legal,Legal Assistant,Active,2026-02-06
U00119,User_119,Legal,Legal Assistant,Active,2026-03-06
U00120,User_120,Legal,Counsel,Active,2026-03-28
U00121,User_121,Legal,Counsel,Active,2026-01-14
U00122,User_122,Operations,Warehouse Manager,Active,2025-12-31
U00123,User_123,IT,Developer,Active,2026-03-18
U00124,User_124,IT,IT Manager,Active,2026-03-09
U00125,User_125,Sales,Sales Manager,Active,2026-01-14
U00126,User_126,IT,System Admin,Active,2026-01-26
U00127,User_127,Operations,Logistics Coordinator,Active,2026-03-26
U00128,User_128,Operations,Warehouse Manager,Active,2026-02-07
U00129,User_129,Operations,Logistics Coordinator,Active,2026-02-20
U00130,User_130,Operations,Warehouse Manager,Active,2026-02-07
U00131,User_131,HR,Recruiter,Active,2026-02-20
U00132,User_132,Finance,AP Clerk,Active,2026-02-05
U00133,User_133,Finance,Controller,Active,2026-01-03
U00134,User_134,Operations,Logistics Coordinator,Terminated,2026-01-09
U00135,User_135,Sales,Account Executive,Active,2026-02-14
U00136,User_136,Operations,Buyer,Active,2026-03-13
U00137,User_137,Operations,Buyer,Terminated,2026-02-13
U00138,User_138,HR,HR Generalist,Active,2026-03-05
U00139,User_139,Operations,Logistics Coordinator,Active,2026-02-26
U00140,User_140,Finance,Accountant,Terminated,2026-03-07
U00141,User_141,Operations,Logistics Coordinator,Active,2026-01-09
U00142,User_142,Legal,Counsel,Active,2026-01-14
U00143,User_143,IT,Developer,Active,2026-01-21
U00144,User_144,Operations,Buyer,Terminated,2026-02-11
U00145,User_145,HR,Recruiter,Active,2026-02-21
U00146,User_146,Sales,Sales Manager,Active,2026-02-25
U00147,User_147,Legal,Counsel,Active,2026-02-07
U00148,User_148,HR,Recruiter,Active,2026-02-18
U00149,User_149,Legal,Legal Assistant,Active,2026-02-12
U00150,User_150,HR,Payroll Specialist,Active,2026-01-03
U00151,User_151,IT,Security Analyst,Active,2026-02-10
U00152,User_152,Operations,Logistics Coordinator,Active,2026-02-25
U00153,User_153,Legal,Legal Assistant,Active,2026-02-28
U00154,User_154,IT,Security Analyst,Active,2026-02-09
U00155,User_155,Legal,Legal Assistant,Active,2026-01-04
U00156,User_156,IT,Security Analyst,Active,2026-01-13
U00157,User_157,HR,Payroll Specialist,Active,2026-03-14
U00158,User_158,IT,Developer,Active,2026-03-25
U00159,User_159,Finance,Finance Manager,Active,2026-03-08
U00160,User_160,Operations,Warehouse Manager,Active,2026-03-16
U00161,User_161,IT,System Admin,Active,2026-01-23
U00162,User_162,HR,Payroll Specialist,Active,2026-02-12
U00163,User_163,HR,Recruiter,Active,2026-03-04
U00164,User_164,IT,Developer,Active,2026-02-17
U00165,User_165,Legal,Legal Assistant,Active,2026-03-19
U00166,User_166,Operations,Logistics Coordinator,Active,2026-02-09
U00167,User_167,Legal,Counsel,Active,2026-03-12
U00168,User_168,Operations,Logistics Coordinator,Active,2026-02-23
U00169,User_169,Operations,Warehouse Manager,Active,2026-01-18
U00170,User_170,Operations,Logistics Coordinator,Active,2025-12-29
U00171,User_171,IT,Security Analyst,Active,2026-02-06
U00172,User_172,Legal,Counsel,Terminated,2026-03-09
U00173,User_173,HR,Payroll Specialist,Active,2026-01-03
U00174,User_174,Sales,Account Executive,Active,2026-03-07
U00175,User_175,Finance,AP Clerk,Active,2025-12-31
U00176,User_176,Legal,Legal Assistant,Active,2026-02-01
U00177,User_177,Legal,Counsel,Active,2026-03-22
U00178,User_178,HR,Payroll Specialist,Active,2026-03-24
U00179,User_179,Legal,Legal Assistant,Active,2025-12-29
U00180,User_180,Finance,Accountant,Active,2026-03-19
U00181,User_181,Sales,Account Executive,Active,2026-01-14
U00182,User_182,Finance,Controller,Active,2026-02-04
U00183,User_183,IT,Security Analyst,Active,2026-03-20
U00184,User_184,HR,Recruiter,Active,2026-03-02
U00185,User_185,Sales,Sales Manager,Active,2026-01-26
U00186,User_186,IT,Security Analyst,Terminated,2026-03-09
U00187,User_187,Legal,Counsel,Active,2026-01-11
U00188,User_188,HR,Recruiter,Active,2026-01-26
U00189,User_189,IT,System Admin,Active,2026-01-21
U00190,User_190,Sales,Account Executive,Active,2026-03-28
U00191,User_191,IT,Developer,Active,2026-03-03
U00192,User_192,Legal,Legal Assistant,Terminated,2026-01-08
U00193,User_193,IT,Developer,Active,2026-02-18
U00194,User_194,Finance,Finance Manager,Active,2026-03-06
U00195,User_195,Sales,Sales Manager,Active,2026-03-15
U00196,User_196,Operations,Warehouse Manager,Active,2026-03-18
U00197,User_197,Legal,Counsel,Active,2026-01-03
U00198,User_198,IT,System Admin,Active,2026-01-22
U00199,User_199,Finance,AP Clerk,Active,2026-01-19
U00200,User_200,Operations,Logistics Coordinator,Active,2026-03-15
U00201,User_201,HR,HR Generalist,Active,2026-01-26
U00202,User_202,Finance,Controller,Active,2026-03-01
U00203,User_203,Sales,Sales Manager,Active,2026-03-12
U00204,User_204,IT,IT Manager,Active,2026-02-19
U00205,User_205,Finance,AP Clerk,Active,2026-02-19
U00206,User_206,IT,Developer,Active,2026-03-08
U00207,User_207,Operations,Warehouse Manager,Active,2025-12-28
U00208,User_208,Sales,Account Executive,Terminated,2026-01-03
U00209,User_209,IT,Security Analyst,Active,2026-02-15
U00210,User_210,Operations,Warehouse Manager,Active,2026-01-05
U00211,User_211,Operations,Buyer,Active,2026-02-09
U00212,User_212,Sales,Account Executive,Active,2026-01-31
U00213,User_213,Legal,Counsel,Active,2026-03-09
U00214,User_214,HR,HR Generalist,Active,2026-01-12
U00215,User_215,Sales,Account Executive,Active,2026-03-10
U00216,User_216,HR,HR Generalist,Active,2026-03-19
U00217,User_217,Operations,Buyer,Active,2026-03-06
U00218,User_218,Operations,Buyer,Active,2026-03-01
U00219,User_219,IT,Security Analyst,Active,2026-03-26
U00220,User_220,IT,IT Manager,Active,2026-01-02
U00221,User_221,Operations,Logistics Coordinator,Terminated,2026-02-17
U00222,User_222,IT,Developer,Active,2026-03-24
U00223,User_223,Legal,Counsel,Active,2026-02-26
U00224,User_224,HR,HR Generalist,Terminated,2026-03-16
U00225,User_225,Operations,Logistics Coordinator,Active,2026-03-23
U00226,User_226,IT,Security Analyst,Active,2026-01-27
U00227,User_227,HR,HR Generalist,Terminated,2026-01-28
U00228,User_228,Legal,Counsel,Active,2026-01-23
U00229,User_229,Legal,Legal Assistant,Active,2026-02-17
U00230,User_230,IT,Developer,Active,2026-03-18
U00231,User_231,Finance,Finance Manager,Active,2026-01-21
U00232,User_232,Finance,Accountant,Active,2026-02-06
U00233,User_233,HR,HR Generalist,Active,2026-02-02
U00234,User_234,Legal,Legal Assistant,Active,2026-01-14
U00235,User_235,Operations,Warehouse Manager,Active,2026-02-04
U00236,User_236,Finance,AP Clerk,Active,2026-01-01
U00237,User_237,Operations,Warehouse Manager,Active,2026-03-25
U00238,User_238,Legal,Legal Assistant,Active,2026-02-18
U00239,User_239,Finance,AP Clerk,Terminated,2026-01-02
U00240,User_240,Legal,Counsel,Active,2025-12-29
U00241,User_241,Legal,Counsel,Active,2026-01-26
U00242,User_242,HR,Payroll Specialist,Active,2026-02-01
U00243,User_243,Sales,Account Executive,Active,2026-02-13
U00244,User_244,Sales,Sales Manager,Active,2026-03-19
U00245,User_245,Operations,Logistics Coordinator,Active,2026-02-07
U00246,User_246,IT,Developer,Terminated,2026-03-26
U00247,User_247,Operations,Buyer,Active,2026-02-14
U00248,User_248,Sales,Account Executive,Active,2026-03-10
U00249,User_249,Legal,Counsel,Active,2026-03-17
U00250,User_250,HR,Recruiter,Terminated,2026-02-26
U00251,User_251,IT,System Admin,Active,2026-02-08
U00252,User_252,IT,Developer,Active,2026-03-04
U00253,User_253,IT,System Admin,Active,2026-01-30
U00254,User_254,Operations,Logistics Coordinator,Active,2026-02-27
U00255,User_255,Finance,Controller,Terminated,2026-01-29
U00256,User_256,Sales,Account Executive,Active,2026-02-19
U00257,User_257,Finance,AP Clerk,Terminated,2026-02-09
U00258,User_258,IT,IT Manager,Active,2026-01-05
U00259,User_259,IT,Security Analyst,Active,2026-02-22
U00260,User_260,IT,System Admin,Active,2026-03-10
U00261,User_261,Sales,Account Executive,Active,2026-01-27
U00262,User_262,Operations,Logistics Coordinator,Active,2026-03-16
U00263,User_263,IT,Security Analyst,Active,2026-02-17
U00264,User_264,Sales,Account Executive,Active,2026-02-15
U00265,User_265,IT,Security Analyst,Active,2026-03-07
U00266,User_266,IT,Developer,Active,2026-01-22
U00267,User_267,HR,HR Generalist,Active,2026-03-04
U00268,User_268,Legal,Legal Assistant,Active,2026-01-10
U00269,User_269,Sales,Account Executive,Active,2026-03-27
U00270,User_270,HR,HR Generalist,Terminated,2026-03-01
U00271,User_271,HR,HR Generalist,Terminated,2026-03-19
U00272,User_272,Operations,Warehouse Manager,Active,2026-02-20
U00273,User_273,Legal,Legal Assistant,Active,2026-03-09
U00274,User_274,HR,HR Generalist,Active,2026-01-16
U00275,User_275,Legal,Counsel,Active,2026-01-10
U00276,User_276,Sales,Account Executive,Active,2026-03-08
U00277,User_277,Operations,Buyer,Active,2026-02-07
U00278,User_278,Legal,Counsel,Active,2026-01-12
U00279,User_279,HR,Recruiter,Active,2026-02-23
U00280,User_280,Legal,Counsel,Terminated,2026-02-11
U00281,User_281,Sales,Account Executive,Active,2026-03-14
U00282,User_282,Operations,Warehouse Manager,Active,2026-01-09
U00283,User_283,Sales,Account Executive,Active,2026-02-07
U00284,User_284,IT,IT Manager,Active,2026-03-25
U00285,User_285,HR,Recruiter,Active,2026-03-07
U00286,User_286,Operations,Logistics Coordinator,Active,2026-01-06
U00287,User_287,IT,Developer,Active,2026-03-01
U00288,User_288,Sales,Account Executive,Active,2026-02-09
U00289,User_289,Legal,Legal Assistant,Active,2026-03-14
U00290,User_290,Finance,AP Clerk,Active,2026-02-01
U00291,User_291,Finance,Finance Manager,Terminated,2026-03-17
U00292,User_292,HR,Payroll Specialist,Active,2026-03-11
U00293,User_293,Sales,Sales Manager,Active,2026-01-20
U00294,User_294,HR,Recruiter,Terminated,2026-01-05
U00295,User_295,Legal,Counsel,Active,2026-02-23
U00296,User_296,Legal,Legal Assistant,Terminated,2026-03-24
U00297,User_297,Finance,Accountant,Active,2026-01-01
U00298,User_298,Sales,Sales Manager,Active,2026-02-04
U00299,User_299,HR,Recruiter,Terminated,2026-02-23
U00300,User_300,Sales,Sales Manager,Active,2026-01-06
U00301,User_301,Sales,Account Executive,Active,2026-03-02
U00302,User_302,Sales,Account Executive,Active,2026-02-19
U00303,User_303,Finance,Accountant,Active,2026-02-18
U00304,User_304,Operations,Logistics Coordinator,Active,2026-03-25
U00305,User_305,HR,HR Generalist,Active,2026-02-27
U00306,User_306,Operations,Logistics Coordinator,Terminated,2026-03-03
U00307,User_307,IT,Developer,Active,2026-01-24
U00308,User_308,IT,Security Analyst,Terminated,2026-03-21
U00309,User_309,IT,Developer,Active,2026-01-30
U00310,User_310,Operations,Buyer,Active,2026-01-16
U00311,User_311,HR,Recruiter,Active,2026-01-11
U00312,User_312,Operations,Logistics Coordinator,Active,2026-02-02
U00313,User_313,Legal,Legal Assistant,Active,2026-02-09
U00314,User_314,Legal,Counsel,Active,2026-02-08
U00315,User_315,HR,Payroll Specialist,Active,2026-01-18
U00316,User_316,HR,Payroll Specialist,Active,2026-03-03
U00317,User_317,Legal,Counsel,Active,2026-03-17
U00318,User_318,Legal,Legal Assistant,Active,2026-02-20
U00319,User_319,Finance,Accountant,Active,2026-03-25
U00320,User_320,Operations,Buyer,Active,2026-02-23
U00321,User_321,Sales,Account Executive,Active,2026-01-21
U00322,User_322,IT,Developer,Active,2026-02-27
U00323,User_323,Legal,Counsel,Active,2026-01-14
U00324,User_324,Operations,Logistics Coordinator,Active,2026-02-07
U00325,User_325,Legal,Legal Assistant,Active,2026-02-22
U00326,User_326,Finance,Accountant,Active,2026-02-03
U00327,User_327,IT,System Admin,Active,2026-03-05
U00328,User_328,IT,System Admin,Active,2026-03-06
U00329,User_329,HR,Payroll Specialist,Active,2026-02-20
U00330,User_330,Sales,Sales Manager,Active,2026-02-08
U00331,User_331,Sales,Sales Manager,Active,2026-01-17
U00332,User_332,HR,HR Generalist,Active,2026-01-12
U00333,User_333,Operations,Warehouse Manager,Active,2026-02-02
U00334,User_334,Sales,Account Executive,Active,2026-01-17
U00335,User_335,Legal,Legal Assistant,Active,2026-01-03
U00336,User_336,Operations,Warehouse Manager,Active,2026-03-26
U00337,User_337,HR,HR Generalist,Active,2026-02-24
U00338,User_338,Finance,Controller,Active,2026-02-15
U00339,User_339,Operations,Logistics Coordinator,Active,2026-02-06
U00340,User_340,Finance,Accountant,Terminated,2026-03-17
U00341,User_341,Operations,Warehouse Manager,Active,2026-02-15
U00342,User_342,Operations,Logistics Coordinator,Active,2026-02-26
U00343,User_343,HR,HR Generalist,Terminated,2026-01-22
U00344,User_344,Operations,Buyer,Active,2025-12-30
U00345,User_345,HR,Payroll Specialist,Active,2026-01-24
U00346,User_346,Finance,Accountant,Terminated,2026-03-12
U00347,User_347,Operations,Warehouse Manager,Active,2026-01-30
U00348,User_348,HR,Recruiter,Terminated,2026-03-22
U00349,User_349,Sales,Sales Manager,Active,2026-03-28
U00350,User_350,Legal,Counsel,Active,2026-03-13
U00351,User_351,Operations,Buyer,Active,2026-01-29
U00352,User_352,Finance,Controller,Active,2026-03-16
U00353,User_353,IT,Security Analyst,Active,2026-03-07
U00354,User_354,Finance,Controller,Active,2026-02-19
U00355,User_355,IT,IT Manager,Terminated,2026-03-25
U00356,User_356,Sales,Account Executive,Active,2026-01-15
U00357,User_357,Legal,Counsel,Active,2026-01-01
U00358,User_358,Legal,Legal Assistant,Active,2026-02-04
U00359,User_359,HR,Recruiter,Terminated,2026-02-03
U00360,User_360,Sales,Account Executive,Active,2026-03-20
U00361,User_361,Sales,Sales Manager,Active,2026-02-15
U00362,User_362,Finance,AP Clerk,Terminated,2026-02-21
U00363,User_363,Operations,Logistics Coordinator,Active,2026-02-14
U00364,User_364,Operations,Logistics Coordinator,Active,2026-02-21
U00365,User_365,Sales,Sales Manager,Terminated,2026-03-04
U00366,User_366,Sales,Account Executive,Active,2026-01-19
U00367,User_367,Legal,Legal Assistant,Active,2026-02-26
U00368,User_368,HR,Payroll Specialist,Active,2026-03-17
U00369,User_369,Legal,Legal Assistant,Terminated,2026-02-04
U00370,User_370,Operations,Warehouse Manager,Active,2026-02-25
U00371,User_371,HR,HR Generalist,Active,2026-03-16
U00372,User_372,IT,Developer,Active,2026-01-25
U00373,User_373,HR,Payroll Specialist,Active,2026-02-05
U00374,User_374,Legal,Legal Assistant,Terminated,2026-02-27
U00375,User_375,Finance,Controller,Active,2026-02-20
U00376,User_376,HR,Recruiter,Active,2026-01-02
U00377,User_377,Operations,Buyer,Active,2026-01-25
U00378,User_378,IT,System Admin,Active,2025-12-31
U00379,User_379,Sales,Sales Manager,Active,2026-03-19
U00380,User_380,Sales,Sales Manager,Active,2026-03-24
U00381,User_381,Finance,Controller,Active,2026-02-18
U00382,User_382,Legal,Legal Assistant,Active,2026-01-19
U00383,User_383,Operations,Warehouse Manager,Active,2026-01-17
U00384,User_384,Operations,Warehouse Manager,Active,2026-01-14
U00385,User_385,Finance,Finance Manager,Active,2026-03-17
U00386,User_386,Sales,Sales Manager,Active,2026-02-18
U00387,User_387,Legal,Counsel,Active,2026-03-01
U00388,User_388,Legal,Legal Assistant,Active,2026-02-22
U00389,User_389,Legal,Legal Assistant,Active,2026-02-22
U00390,User_390,Sales,Sales Manager,Active,2026-02-19
U00391,User_391,Legal,Counsel,Active,2026-01-11
U00392,User_392,Finance,Finance Manager,Active,2026-03-16
U00393,User_393,Legal,Counsel,Active,2026-01-29
U00394,User_394,Finance,Accountant,Active,2026-02-12
U00395,User_395,Finance,Controller,Active,2026-02-02
U00396,User_396,Finance,Finance Manager,Active,2026-02-21
U00397,User_397,Legal,Legal Assistant,Active,2026-03-19
U00398,User_398,Finance,AP Clerk,Active,2026-01-23
U00399,User_399,Legal,Counsel,Terminated,2026-02-09
U00400,User_400,IT,Security Analyst,Active,2026-01-10
U00401,User_401,HR,Recruiter,Active,2026-01-23
U00402,User_402,Legal,Legal Assistant,Active,2026-01-18
U00403,User_403,Sales,Sales Manager,Active,2026-01-27
U00404,User_404,Finance,Controller,Active,2026-03-08
U00405,User_405,IT,Developer,Terminated,2026-01-13
U00406,User_406,Operations,Buyer,Active,2026-02-16
U00407,User_407,Legal,Counsel,Active,2026-03-27
U00408,User_408,Finance,Accountant,Active,2026-02-19
U00409,User_409,Finance,Accountant,Active,2025-12-31
U00410,User_410,Finance,AP Clerk,Active,2026-02-26
U00411,User_411,Sales,Sales Manager,Active,2026-02-24
U00412,User_412,IT,IT Manager,Active,2026-03-01
U00413,User_413,IT,IT Manager,Active,2026-01-05
U00414,User_414,HR,Recruiter,Active,2026-02-09
U00415,User_415,Finance,Accountant,Active,2026-03-03
U00416,User_416,HR,Payroll Specialist,Active,2026-01-30
U00417,User_417,HR,Recruiter,Active,2026-01-10
U00418,User_418,Finance,Finance Manager,Active,2026-02-17
U00419,User_419,Sales,Account Executive,Active,2026-01-04
U00420,User_420,Legal,Counsel,Active,2026-02-25
U00421,User_421,HR,HR Generalist,Active,2026-03-12
U00422,User_422,IT,Developer,Terminated,2026-02-12
U00423,User_423,Operations,Buyer,Active,2026-01-15
U00424,User_424,Legal,Legal Assistant,Active,2026-02-18
U00425,User_425,IT,IT Manager,Active,2026-01-09
U00426,User_426,Operations,Buyer,Active,2026-01-15
U00427,User_427,IT,Security Analyst,Active,2026-01-13
U00428,User_428,IT,System Admin,Active,2026-01-01
U00429,User_429,Finance,Finance Manager,Active,2026-03-21
U00430,User_430,Finance,AP Clerk,Active,2026-03-19
U00431,User_431,Operations,Buyer,Active,2026-02-15
U00432,User_432,HR,HR Generalist,Active,2026-01-21
U00433,User_433,HR,Recruiter,Terminated,2025-12-31
U00434,User_434,Legal,Counsel,Active,2026-02-21
U00435,User_435,Sales,Account Executive,Active,2026-03-19
U00436,User_436,Legal,Counsel,Active,2026-02-15
U00437,User_437,Operations,Warehouse Manager,Active,2026-01-13
U00438,User_438,IT,System Admin,Active,2026-03-18
U00439,User_439,Operations,Buyer,Active,2026-02-14
U00440,User_440,HR,Recruiter,Active,2025-12-29
U00441,User_441,Sales,Sales Manager,Active,2026-02-26
U00442,User_442,Legal,Counsel,Active,2026-01-20
U00443,User_443,HR,HR Generalist,Active,2026-03-18
U00444,User_444,Sales,Account Executive,Active,2026-03-06
U00445,User_445,Legal,Counsel,Active,2026-03-19
U00446,User_446,Operations,Logistics Coordinator,Active,2026-01-13
U00447,User_447,HR,Recruiter,Active,2026-02-19
U00448,User_448,HR,Recruiter,Active,2026-01-30
U00449,User_449,Operations,Warehouse Manager,Active,2026-01-28
U00450,User_450,Finance,Controller,Active,2026-01-25
U00451,User_451,Sales,Account Executive,Active,2026-03-21
U00452,User_452,HR,Payroll Specialist,Active,2026-01-20
U00453,User_453,HR,Payroll Specialist,Active,2026-02-27
U00454,User_454,Finance,Controller,Active,2026-03-07
U00455,User_455,HR,HR Generalist,Active,2026-01-11
U00456,User_456,Sales,Sales Manager,Active,2026-02-09
U00457,User_457,Legal,Counsel,Active,2026-03-24
U00458,User_458,Legal,Counsel,Active,2026-01-11
U00459,User_459,HR,HR Generalist,Active,2026-02-23
U00460,User_460,IT,System Admin,Active,2026-03-10
U00461,User_461,Sales,Sales Manager,Terminated,2026-02-28
U00462,User_462,Operations,Logistics Coordinator,Active,2026-02-04
U00463,User_463,Legal,Counsel,Active,2026-01-26
U00464,User_464,Finance,AP Clerk,Active,2026-01-24
U00465,User_465,HR,Payroll Specialist,Active,2026-03-22
U00466,User_466,Legal,Legal Assistant,Active,2026-03-28
U00467,User_467,Operations,Logistics Coordinator,Active,2026-02-15
U00468,User_468,HR,HR Generalist,Active,2026-02-27
U00469,User_469,Sales,Account Executive,Active,2025-12-28
U00470,User_470,HR,HR Generalist,Active,2026-02-27
U00471,User_471,Finance,AP Clerk,Active,2026-03-12
U00472,User_472,Legal,Counsel,Active,2026-02-11
U00473,User_473,Legal,Legal Assistant,Active,2026-01-05
U00474,User_474,Legal,Legal Assistant,Active,2026-01-05
U00475,User_475,IT,IT Manager,Active,2026-03-16
U00476,User_476,Finance,Controller,Active,2026-02-17
U00477,User_477,IT,Security Analyst,Active,2026-01-07
U00478,User_478,Legal,Legal Assistant,Active,2026-02-21
U00479,User_479,Sales,Account Executive,Active,2025-12-28
U00480,User_480,Sales,Account Executive,Terminated,2026-01-25
U00481,User_481,IT,Security Analyst,Active,2026-03-27
U00482,User_482,Legal,Counsel,Active,2026-01-21
U00483,User_483,HR,Payroll Specialist,Active,2026-03-06
U00484,User_484,IT,IT Manager,Active,2026-03-24
U00485,User_485,IT,Developer,Active,2026-03-20
U00486,User_486,Legal,Counsel,Active,2026-03-20
U00487,User_487,HR,Payroll Specialist,Active,2026-02-26
U00488,User_488,IT,Developer,Active,2026-01-16
U00489,User_489,Sales,Account Executive,Active,2026-02-22
U00490,User_490,Finance,Finance Manager,Active,2025-12-31
